taxon,type,namesake,fictional_universe,character_type,media_type,notes_wiki,kingdom,phylum,class,order,family,genus,species_gbif,scientificName,canonicalName,rank,status,extinct,author_gbif,final_year
Quasimodorogas,Wasp,"Quasimodo,The Hunchback of Notre Dame",Victor Hugo,,Literature,,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Quasimodorogas,,"Quasimodorogas Quicke & Butcher, 2011",Quasimodorogas,GENUS,ACCEPTED,False,Quicke & Butcher,2011.0
Apseudes quasimodo,Tanaid,"Quasimodo,The Hunchback of Notre-Dame",Victor Hugo,,Literature,"""Named after Quasimodo, a central character from French author Victor Hugo's 1831 novelNotre-Dame de Paris, who also had a distinctive dorsal hump.""",Animalia,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Apseudes,Apseudes quasimodo,"Apseudes quasimodo Błażewicz-Paszkowycz & Bamber, 2012",Apseudes quasimodo,SPECIES,ACCEPTED,False,Błażewicz-Paszkowycz & Bamber,2012.0
Selenoribates quasimodo,Mite,"Quasimodo,The Hunchback of Notre-Dame",Victor Hugo,,Literature,"""This appellation is due to the hunchback of this species shown in lateral view (that does not necessarily mean the species is as ugly as the bell-ringer was supposed to be).""",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Selenoribatidae,Selenoribates,Selenoribates quasimodo,"Selenoribates quasimodo Pfingstl, 2013",Selenoribates quasimodo,SPECIES,ACCEPTED,False,Pfingstl,2013.0
Chaleponcus quasimodo,Millipede,"Quasimodo,The Hunchback of Notre-Dame",Victor Hugo,,Literature,,Animalia,Arthropoda,Diplopoda,Spirostreptida,Odontopygidae,Chaleponcus,Chaleponcus quasimodo,"Chaleponcus quasimodo Enghoff, 2014",Chaleponcus quasimodo,SPECIES,ACCEPTED,False,Enghoff,2014.0
Ephemeroporus quasimodo,Water flea,"Quasimodo,The Hunchback of Notre-Dame",Victor Hugo,,Literature,"""clearly differs from all other species of the genus in the high dorsal keel (hunchback)"".",Animalia,Arthropoda,Branchiopoda,Diplostraca,Chydoridae,Ephmeroporus,Ephmeroporus quasimodo,Ephmeroporus quasimodo,Ephmeroporus quasimodo,SPECIES,ACCEPTED,False,,2014.0
Temnothorax quasimodo,Ant,"Quasimodo,The Hunchback of Notre-Dame",Victor Hugo,,Literature,"""named for the Victor Hugo character in his novelThe Hunchback of Notre-Dame. [...] The short, deep mesosoma with distinctly convex dorsum results in a ""hunched"" profile that is characteristic for this species"".",Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Temnothorax,Temnothorax quasimodo,"Temnothorax quasimodo Snelling, Borowiec & Prebus, 2014",Temnothorax quasimodo,SPECIES,ACCEPTED,False,"Snelling, Borowiec & Prebus",2014.0
Squalus quasimodo,Dogfish shark,"Quasimodo,The Hunchback of Notre-Dame",Victor Hugo,,Literature,"""Named for the hunchback of Notre-Dame from the 19th Century novel by Victor Hugo, in obvious reference to its most noticeable character"" — ""body conspicuously robust and humped dorsally"".",Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae,Squalus,Squalus quasimodo,"Squalus quasimodo Viana, Carvalho & Gomes, 2016",Squalus quasimodo,SPECIES,ACCEPTED,False,"Viana, Carvalho & Gomes",2016.0
Epimeria quasimodo,Amphipod,"Quasimodo,The Hunchback of Notre-Dame",Victor Hugo,,Literature,"""Quasimodo, the hunchback of Notre-Dame, is a well-known character from the novelNotre-Dame de Parisby Victor Hugo. The name [...] alludes to the humpbacked silhouette of the species.""",Animalia,Arthropoda,Malacostraca,Amphipoda,Epimeriidae,Epimeria,Epimeria quasimodo,"Epimeria quasimodo dAcoz & Verheye, 2017",Epimeria quasimodo,SPECIES,ACCEPTED,False,dAcoz & Verheye,2017.0
Haplochromis quasimodo,Cichlid fish,"Quasimodo,The Hunchback of Notre-Dame",Victor Hugo,,Literature,"""Specific name from Quasimodo, hunchbacked character in Victor Hugo's novelNotre-Dame de Paris(1831); referring to rather shallow head and deep and rhomboid bodies of large specimens.""",Animalia,Chordata,,Perciformes,Cichlidae,Haplochromis,Haplochromis quasimodo,"Haplochromis quasimodo Vranken, Steenberge, Heylen, Decru & Snoeks, 2022",Haplochromis quasimodo,SPECIES,ACCEPTED,False,"Vranken, Steenberge, Heylen, Decru & Snoeks",2022.0
Mecolaesthus quasimodo,Spider,"Quasimodo,The Hunchback of Notre-Dame",Victor Hugo,,Literature,"This species features a ""strongly inflated""carapaceand ""is named after Victor Hugo's fictional character and main protagonist of the novelNotre-Dame de Paris, Quasimodo, who had a severe hunchback""",Animalia,Arthropoda,Arachnida,Araneae,Pholcidae,Mecolaesthus,Mecolaesthus quasimodo,"Mecolaesthus quasimodo Huber, 2023",Mecolaesthus quasimodo,SPECIES,ACCEPTED,False,Huber,2023.0
Schistura aramis,Stone loach,Aramis,The Three Musketeers,,Literature,,Animalia,Chordata,,Cypriniformes,Nemacheilidae,Schistura,Schistura aramis,"Schistura aramis Kottelat, 2000",Schistura aramis,SPECIES,ACCEPTED,False,Kottelat,2000.0
Schistura athos,Stone loach,Athos,The Three Musketeers,,Literature,,Animalia,Chordata,,Cypriniformes,Nemacheilidae,Schistura,Schistura athos,"Schistura athos Kottelat, 2000",Schistura athos,SPECIES,ACCEPTED,False,Kottelat,2000.0
Schistura porthos,Stone loach,Porthos,The Three Musketeers,,Literature,,Animalia,Chordata,,Cypriniformes,Nemacheilidae,Schistura,Schistura porthos,"Schistura porthos Kottelat, 2000",Schistura porthos,SPECIES,ACCEPTED,False,Kottelat,2000.0
Daggoo,Wasp,Daggoo,Moby-Dick,,Literature,"""The genus is named after one of the harpooners inMelville's novelMoby Dick.""",Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Daggoo,,"Daggoo Wahl & Sime, 2002",Daggoo,GENUS,ACCEPTED,False,Wahl & Sime,2002.0
Queequeg,Wasp,Queequeg,Moby-Dick,,Literature,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Queequeg,,"Queequeg Wahl & Sime, 2002",Queequeg,GENUS,ACCEPTED,False,Wahl & Sime,2002.0
Tashtego,Wasp,Tashtego,Moby-Dick,,Literature,,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Tashtego,,"Tashtego Wahl & Sime, 2002",Tashtego,GENUS,ACCEPTED,False,Wahl & Sime,2002.0
Voeltzkowia mobydick,Skink,Moby Dick,Moby-Dick,,Literature,"""The specific epithet refers toMoby Dick, the famous albino sperm whale imagined by Herman Melville (1851), with whom the new species shares several uncommon characteristics, such as the lack of hindlimbs, the presence of flipper-like forelimbs, highly reduced eyes, and the complete absence of pigmentation""",Animalia,Chordata,Squamata,,Scincidae,Voeltzkowia,Voeltzkowia mobydick,"Voeltzkowia mobydick (Miralles, Anjeriniaina, Hipsley, Müller, Glaw & Vences, 2012)",Voeltzkowia mobydick,SPECIES,ACCEPTED,False,"Miralles, Anjeriniaina, Hipsley, Müller, Glaw & Vences",2012.0
Vrijenhoekia ahabi,Segmented worm,Captain Ahab,Moby-Dick,,Literature,"""Ahabiis in reference toHerman Melville's Captain Ahab, as both he and this species of worm will go to the ends of the earth to find a whale. This name was a winner of a 'Name a Species' public contest organised byBirch Aquarium, theScripps Institution of Oceanography, submitted by Andy Fyfe.""",Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,Vrijenhoekia,Vrijenhoekia ahabi,"Vrijenhoekia ahabi Summers, Pleijel & Rouse, 2015",Vrijenhoekia ahabi,SPECIES,ACCEPTED,False,"Summers, Pleijel & Rouse",2015.0
Borogovia gracilicrus,Theropoddinosaur,"Borogove, ""Jabberwocky""",Lewis Carroll,,Literature,"Named after the ""borogove — the name of a fantastic creature from ""Alice in Wonderland"" byLewis Carroll""",Animalia,Chordata,,,Troodontidae,Borogovia,Borogovia gracilicrus,"Borogovia gracilicrus Osmolska, 1987",Borogovia gracilicrus,SPECIES,ACCEPTED,True,Osmolska,1987.0
Phanuromyia pauper,Wasp,The Prince and the Pauper,Mark Twain,,Literature,"""The namepauperrefers to the lack of longitudinal costae on the base of T2.""",Animalia,Arthropoda,Insecta,Hymenoptera,Scelionidae,Phanuromyia,Phanuromyia pauper,"Phanuromyia pauper Nesheim & Masner, 2017",Phanuromyia pauper,SPECIES,ACCEPTED,False,Nesheim & Masner,2017.0
Phanuromyia princeps,Wasp,The Prince and the Pauper,Mark Twain,,Literature,"""The nameprincepsis derived from the prince character in the bookThe Prince and the PauperbyMark Twainin reference to its similarity toP. pauper.""",Animalia,Arthropoda,Insecta,Hymenoptera,Scelionidae,Phanuromyia,Phanuromyia princeps,"Phanuromyia princeps Nesheim, 2017",Phanuromyia princeps,SPECIES,ACCEPTED,False,Nesheim,2017.0
Walckenaeria pinocchio,Spider,Pinocchio,The Adventures of Pinocchio,,Literature,"""From all other known species this one can be distinguished by its very long cephalic horn.""Originally described asCornicularia pinocchio; subsequently, genusCorniculariawas synonymised withWalckenaeria.",Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Walckenaeria,Walckenaeria pinocchio,"Walckenaeria pinocchio (Kaston, 1945)",Walckenaeria pinocchio,SPECIES,ACCEPTED,False,Kaston,1945.0
Masdevallia pinocchio,Orchid,Pinocchio,The Adventures of Pinocchio,,Literature,"""Named for Pinocchio, the long-nosed, wooden puppet that wanted to be a little boy"", because of the appearance of the flowers.",Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Masdevallia,Masdevallia pinocchio,Masdevallia pinocchio Luer & Andreetta,Masdevallia pinocchio,SPECIES,ACCEPTED,False,,1978.0
Oxypleurodon pinocchio,Crab,Pinocchio,The Adventures of Pinocchio,,Literature,"""the long and ""turned-up""rostrumof this species recall [sic] to mind the long and snub nose of the mischievious [sic] Pinocchio.""Originally described asSphenocarcinus pinocchio, and subsequently transferred to genusOxypleurodon.",Animalia,Arthropoda,Malacostraca,Decapoda,Epialtidae,Oxypleurodon,Oxypleurodon pinocchio,"Oxypleurodon pinocchio (Guinot & Richer de Forges, 1985)",Oxypleurodon pinocchio,SPECIES,ACCEPTED,False,Guinot & Richer de Forges,1985.0
Platymamersopsis pinocchio,Water mite,Pinocchio,The Adventures of Pinocchio,,Literature,"This species has a ""keel-like extendedrostrum"" and is named ""referring to the Italian fairytale figure, famous for its long nose.""",Animalia,Arthropoda,Arachnida,Trombidiformes,Anisitsiellidae,Platymamersopsis,Platymamersopsis pinocchio,"Platymamersopsis pinocchio Goldschmidt, 2008",Platymamersopsis pinocchio,SPECIES,ACCEPTED,False,Goldschmidt,2008.0
Uroptychus pinocchio,Squat lobster,Pinocchio,The Adventures of Pinocchio,,Literature,"""For Pinocchio, a wooden puppet that dreamt of becoming a real boy in the 1883 novelLe avventure di PinocchiobyCarlo Collodi. Pinocchio's nose grew longer when he told lies."" This species belongs to theUroptychus nasocomplex, distinctive for their particularly long and broadrostrum.",Animalia,Arthropoda,Malacostraca,Decapoda,Chirostylidae,Uroptychus,Uroptychus pinocchio,"Uroptychus pinocchio Poore & Andreakis, 2011",Uroptychus pinocchio,SPECIES,ACCEPTED,False,Poore & Andreakis,2011.0
Eviota pinocchioi,Dwarfgoby,Pinocchio,The Adventures of Pinocchio,,Literature,"""Named after Carlo Collodi's fictional character Pinocchio, who had a nose that grew long when he lied, alluding to the exceptionally long anterior tubularnaresin this species.""",Animalia,Chordata,,Perciformes,Gobiidae,Eviota,Eviota pinocchioi,"Eviota pinocchioi Greenfield & Winterbottom, 2012",Eviota pinocchioi,SPECIES,ACCEPTED,False,Greenfield & Winterbottom,2012.0
Anchylorhynchus pinocchio,Weevil,Pinocchio,The Adventures of Pinocchio,,Literature,"""Named after the popular fictional character Pinocchio, because of the extremely elongate rostrum as compared to other species of the genus.""",Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Anchylorhynchus,Anchylorhynchus pinocchio,"Anchylorhynchus pinocchio de Medeiros & Nunez-Avellaneda, 2013",Anchylorhynchus pinocchio,SPECIES,ACCEPTED,False,de Medeiros & Nunez-Avellaneda,2013.0
Monodelphis pinocchio,Short-tailed opossum,Pinocchio,The Adventures of Pinocchio,,Literature,"""The specific epithet is a noun in apposition and refers to the fictional wooden doll [...], in allusion to the elongated rostrum shared by this species and its namesake.""",Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,,"Monodelphis Burnett, 1830",Monodelphis,SPECIES,ACCEPTED,False,Burnett,2015.0
Litoria pinocchio,Frog,Pinocchio,The Adventures of Pinocchio,,Literature,"Males have a ""distinct rostral spike"" and is named in ""reference to Carlo Collodi's fictional character Pinocchio, who had a nose that became longer when under stress or lying.""",Animalia,Chordata,Amphibia,Anura,Pelodryadidae,Litoria,Litoria pinocchio,"Litoria pinocchio Oliver, Günther, Mumpuni & Richards, 2019",Litoria pinocchio,SPECIES,ACCEPTED,False,"Oliver, Günther, Mumpuni & Richards",2019.0
Irritator challengeri,Theropoddinosaur,"Professor Challenger,The Lost World",Arthur Conan Doyle,,Literature,"Named after ""Professor Challenger, the fictitious hero and dinosaur discoverer of SirArthur Conan-Doyle's [The] Lost World""",Animalia,Chordata,,,Spinosauridae,Irritator,Irritator challengeri,"Irritator challengeri Martill et al., 1996",Irritator challengeri,SPECIES,ACCEPTED,True,Martill et al.,1996.0
Mandevilla sherlockii,Rocktrumpet,Sherlock Holmes,Arthur Conan Doyle,,Literature,"""The name is dedicated to the fictional character Sherlock Holmes [who] reflects much of the work of taxonomists and scientists in general, which is entirely detective work. Additionally, he was conceived as an amateur botanist, mainly interested in plants that can be used as poisons""",Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Mandevilla,Mandevilla sherlockii,Mandevilla sherlockii L.O.Alvarado & Lozada-Pérez,Mandevilla sherlockii,SPECIES,ACCEPTED,False,,2017.0
Akela,Jumping spider,"Akela,The Jungle Book",Rudyard Kipling,,Literature,,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Akela,,"Akela Peckham & Peckham, 1896",Akela,GENUS,ACCEPTED,False,Peckham & Peckham,1896.0
Bagheera kiplingi,Jumping spider,"BagheeraandRudyard Kipling,The Jungle Book",Rudyard Kipling,,Literature,,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Bagheera,Bagheera kiplingi,"Bagheera kiplingi G.W.Peckham & E.G.Peckham, 1896",Bagheera kiplingi,SPECIES,ACCEPTED,False,G.W.Peckham & E.G.Peckham,1896.0
Messua,Jumping spider,"Messua,The Jungle Book",Rudyard Kipling,,Literature,,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Messua,,"Messua Peckham & Peckham, 1896",Messua,GENUS,ACCEPTED,False,Peckham & Peckham,1896.0
Nagaina,Jumping spider,"Nagaina, ""Rikki-Tikki-Tavi""",Rudyard Kipling,,Literature,,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Nagaina,,"Nagaina Peckham & Peckham, 1896",Nagaina,GENUS,ACCEPTED,False,Peckham & Peckham,1896.0
Garra cyrano,Log suckerfish,"Cyrano de Bergerac,Cyrano de Bergerac(play)",Cyrano de Bergerac,,Literature,"""From Cyrano de Bergerac, the main character in a comedy ofEdmond Rostand, characterized by a long nose""; this species has a ""snout with a conspicuous, deeply notched secondaryrostrumwith large tubercles""",Animalia,Chordata,,Cypriniformes,Cyprinidae,Garra,Garra cyrano,"Garra cyrano Kottelat, 2000",Garra cyrano,SPECIES,ACCEPTED,False,Kottelat,2000.0
Eremobates cyranoi,Camel spider,"Cyrano de Bergerac,Cyrano de Bergerac(play)",Cyrano de Bergerac,,Literature,"""Referencing the twisted upturned fixed finger reminiscent of the reputed nose of Edmond Rostand's Cyrano de Bergerac.""",Animalia,Arthropoda,Arachnida,Solifugae,Eremobatidae,Eremobates,Eremobates cyranoi,"Eremobates cyranoi Cushing & Brookhart, 2016",Eremobates cyranoi,SPECIES,ACCEPTED,False,Cushing & Brookhart,2016.0
Epimeria cyrano,Amphipod,"Cyrano de Bergerac,Cyrano de Bergerac(play)",Cyrano de Bergerac,,Literature,"""Cyrano de Bergerac is the central character of the eponymous play by Edmond Rostand. In the play, Cyrano is described as endowed with a prominent nose. The name [...] alludes to the long, straight and anteriorly directed rostrum of the species.""",Animalia,Arthropoda,Malacostraca,Amphipoda,Epimeriidae,Epimeria,Epimeria cyrano,"Epimeria cyrano dAcoz & Verheye, 2017",Epimeria cyrano,SPECIES,ACCEPTED,False,dAcoz & Verheye,2017.0
Dracula vampira,Orchid,Count Dracula,Dracula,,Literature,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dracula,Dracula vampira,Dracula vampira (Luer) Luer,Dracula vampira,SPECIES,ACCEPTED,False,,1978.0
Liparis draculoides,Orchid,Count Dracula,Dracula,,Literature,,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Liparis,Liparis draculoides,Liparis draculoides E.W.Greenw.,Liparis draculoides,SPECIES,ACCEPTED,False,,1982.0
Desmodus draculae,Bat,Count Dracula,Dracula,,Literature,"""The specific epithet of this largest known chiropteran vampire commemorates Count Dracula, the greatest human vampire of folklore""",Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,Desmodus draculae,"Desmodus draculae Morgan et al., 1988",Desmodus draculae,SPECIES,ACCEPTED,True,Morgan et al.,1988.0
Draculoides bramstokeri,Whip scorpion,"Count Dracula,Bram Stoker",Dracula,,Literature,"""The generic name alludes to another toothed creature""",Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Draculoides,Draculoides bramstokeri,"Draculoides bramstokeri Harvey & Humphreys, 1995",Draculoides bramstokeri,SPECIES,ACCEPTED,False,Harvey & Humphreys,1995.0
Danionella dracula,Ray-finned fish,Count Dracula,Dracula,,Literature,"""The species name dracula alludes to the long tooth-like fangs in the jaws in males of the new species and was inspired by Count Dracula in Bram Stoker's novel.""",Animalia,Chordata,,Cypriniformes,Cyprinidae,Danionella,Danionella dracula,"Danionella dracula Britz, Conway & Rüber, 2009",Danionella dracula,SPECIES,ACCEPTED,False,"Britz, Conway & Rüber",2009.0
Deinocroton draculi,Tick,Count Dracula,Dracula,,Literature,"""Patronym for the main character of the gothic horror novel by Irish writer Abraham ""Bram"" Stoker, which is a fictionalised account of Vlad III, or Vlad Dracula""",Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,Deinocroton,Deinocroton draculi,"Deinocroton draculi Peñalver, Arillo, Anderson & Pérez-de la Fuente, 2017",Deinocroton draculi,SPECIES,ACCEPTED,True,"Peñalver, Arillo, Anderson & Pérez-de la Fuente",2017.0
